Tipo,Região,Vendedor,Mês,Ano,Preço
Gala,São Paulo (capital),atacado,9,2023,556.6600000000001
Gala,São Paulo (capital),atacado,10,2008,460.38
Gala,São Paulo (capital),atacado,10,2009,646.47
Gala,São Paulo (capital),atacado,10,2010,617.22
Gala,São Paulo (capital),atacado,10,2011,655.7
Gala,São Paulo (capital),atacado,10,2012,730.95
Gala,São Paulo (capital),atacado,10,2013,1035.92
Gala,São Paulo (capital),atacado,10,2014,889.67
Gala,São Paulo (capital),atacado,10,2015,737.0
Gala,São Paulo (capital),atacado,10,2016,643.25
Gala,São Paulo (capital),atacado,10,2017,447.33
Gala,São Paulo (capital),atacado,10,2018,535.33
Gala,São Paulo (capital),atacado,10,2019,777.26
Gala,São Paulo (capital),atacado,10,2020,969.26
Gala,São Paulo (capital),atacado,10,2021,606.77
Gala,São Paulo (capital),atacado,10,2022,932.33
Gala,São Paulo (capital),atacado,10,2023,580.0
Gala,São Paulo (capital),atacado,11,2007,267.83
Gala,São Paulo (capital),atacado,11,2008,422.94
Gala,São Paulo (capital),atacado,11,2009,569.16
Gala,São Paulo (capital),atacado,11,2010,698.13
Gala,São Paulo (capital),atacado,11,2011,668.31
Gala,São Paulo (capital),atacado,11,2012,989.11
Gala,São Paulo (capital),atacado,11,2013,819.0
Gala,São Paulo (capital),atacado,11,2014,799.05
Gala,São Paulo (capital),atacado,11,2015,588.0
Gala,São Paulo (capital),atacado,11,2016,603.5
Gala,São Paulo (capital),atacado,11,2017,473.68
Gala,São Paulo (capital),atacado,11,2018,499.25
Gala,São Paulo (capital),atacado,11,2019,530.51
Gala,São Paulo (capital),atacado,11,2020,975.91
Gala,São Paulo (capital),atacado,11,2021,619.34
Gala,São Paulo (capital),atacado,11,2022,1010.84
Gala,São Paulo (capital),atacado,11,2023,756.68
Gala,São Paulo (capital),atacado,12,2007,439.67
Gala,São Paulo (capital),atacado,12,2008,345.75
Gala,São Paulo (capital),atacado,12,2009,162.5
Gala,São Paulo (capital),atacado,12,2010,344.42
Gala,São Paulo (capital),atacado,12,2011,331.0
Gala,São Paulo (capital),atacado,12,2012,659.5
Gala,São Paulo (capital),atacado,12,2013,259.5
Gala,São Paulo (capital),atacado,12,2014,672.5
Gala,São Paulo (capital),atacado,12,2015,962.5
Gala,São Paulo (capital),atacado,12,2016,90.0
Gala,São Paulo (capital),atacado,12,2017,467.0
Gala,São Paulo (capital),atacado,12,2019,457.33
Gala,São Paulo (capital),atacado,12,2020,794.16
Gala,São Paulo (capital),atacado,12,2021,782.02
Gala,São Paulo (capital),atacado,12,2022,924.3399999999999
Gala,São Paulo (capital),atacado,12,2023,310.0
Gala,Vacaria,atacado,12,2017,55.0
Gala,Vacaria,produtor,1,2008,114.1
Gala,Vacaria,produtor,1,2009,135.0
Gala,Vacaria,produtor,1,2010,249.58
Gala,Vacaria,produtor,1,2011,397.84000000000003
Gala,Vacaria,produtor,1,2012,410.67
Gala,Vacaria,produtor,1,2013,600.84
Gala,Vacaria,produtor,1,2014,576.0
Gala,Vacaria,produtor,1,2015,726.84
Gala,Vacaria,produtor,1,2016,571.0
Gala,Vacaria,produtor,1,2017,274.0
Gala,Vacaria,produtor,1,2018,202.67000000000002
Gala,Vacaria,produtor,1,2019,832.0
Gala,Vacaria,produtor,1,2020,155.05
Gala,Vacaria,produtor,1,2021,678.3399999999999
Gala,Vacaria,produtor,1,2022,570.75
Gala,Vacaria,produtor,2,2008,189.6
Gala,Vacaria,produtor,2,2009,214.94
Gala,Vacaria,produtor,2,2010,329.18
Gala,Vacaria,produtor,2,2011,432.22
Gala,Vacaria,produtor,2,2012,446.13
Gala,Vacaria,produtor,2,2013,501.73
Gala,Vacaria,produtor,2,2014,749.65
Gala,Vacaria,produtor,2,2015,483.90999999999997
Gala,Vacaria,produtor,2,2016,874.0
Gala,Vacaria,produtor,2,2017,856.11
Gala,Vacaria,produtor,2,2018,712.6
Gala,Vacaria,produtor,2,2019,756.49
Gala,Vacaria,produtor,2,2020,897.0
Gala,Vacaria,produtor,2,2021,632.17
Gala,Vacaria,produtor,2,2022,676.33
Gala,Vacaria,produtor,2,2023,884.33
Gala,Vacaria,produtor,3,2008,148.25
Gala,Vacaria,produtor,3,2009,296.61
Gala,Vacaria,produtor,3,2010,421.28
Gala,Vacaria,produtor,3,2011,501.68
Gala,Vacaria,produtor,3,2012,551.5
Gala,Vacaria,produtor,3,2013,607.33
Gala,Vacaria,produtor,3,2014,633.76
Gala,Vacaria,produtor,3,2015,530.78
Gala,Vacaria,produtor,3,2016,1044.38
Gala,Vacaria,produtor,3,2017,838.42
Gala,Vacaria,produtor,3,2018,672.16
Gala,Vacaria,produtor,3,2019,825.96
Gala,Vacaria,produtor,3,2020,1027.3
Gala,Vacaria,produtor,3,2021,322.68
Gala,Vacaria,produtor,3,2022,835.58
Gala,Vacaria,produtor,3,2023,775.16
Gala,Vacaria,produtor,4,2008,259.75
Gala,Vacaria,produtor,4,2009,487.94
Gala,Vacaria,produtor,4,2010,339.75
Gala,Vacaria,produtor,4,2011,411.5
Gala,Vacaria,produtor,4,2012,449.03
Gala,Vacaria,produtor,4,2013,622.16
Gala,Vacaria,produtor,4,2014,659.45
Gala,Vacaria,produtor,4,2015,696.5
Gala,Vacaria,produtor,4,2016,1333.92
Gala,Vacaria,produtor,4,2017,554.8
Gala,Vacaria,produtor,4,2018,610.41
Gala,Vacaria,produtor,4,2019,780.13
Gala,Vacaria,produtor,4,2020,1202.95
Gala,Vacaria,produtor,4,2021,390.6
Gala,Vacaria,produtor,4,2022,658.42
Gala,Vacaria,produtor,4,2023,676.34
Gala,Vacaria,produtor,5,2008,234.75
Gala,Vacaria,produtor,5,2009,374.19
Gala,Vacaria,produtor,5,2010,314.3
Gala,Vacaria,produtor,5,2011,417.37
Gala,Vacaria,produtor,5,2012,467.34
Gala,Vacaria,produtor,5,2013,761.11
Gala,Vacaria,produtor,5,2014,814.16
Gala,Vacaria,produtor,5,2015,624.51
Gala,Vacaria,produtor,5,2016,1117.76
Gala,Vacaria,produtor,5,2017,591.14
Gala,Vacaria,produtor,5,2018,540.92
Gala,Vacaria,produtor,5,2019,920.02
Gala,Vacaria,produtor,5,2020,967.96
Gala,Vacaria,produtor,5,2021,517.07
Gala,Vacaria,produtor,5,2022,693.33
Gala,Vacaria,produtor,5,2023,735.67
Gala,Vacaria,produtor,6,2008,242.63
Gala,Vacaria,produtor,6,2009,383.84
Gala,Vacaria,produtor,6,2010,356.57
Gala,Vacaria,produtor,6,2011,539.02
Gala,Vacaria,produtor,6,2012,617.24
Gala,Vacaria,produtor,6,2013,639.49
Gala,Vacaria,produtor,6,2014,639.42
Gala,Vacaria,produtor,6,2015,668.83
Gala,Vacaria,produtor,6,2016,1396.82
Gala,Vacaria,produtor,6,2017,652.91
Gala,Vacaria,produtor,6,2018,825.51
Gala,Vacaria,produtor,6,2019,839.94
Gala,Vacaria,produtor,6,2020,644.75
Gala,Vacaria,produtor,6,2021,861.01
Gala,Vacaria,produtor,6,2022,863.75
Gala,Vacaria,produtor,6,2023,974.5
Gala,Vacaria,produtor,7,2008,291.17
Gala,Vacaria,produtor,7,2009,486.96
Gala,Vacaria,produtor,7,2010,480.43
Gala,Vacaria,produtor,7,2011,469.15
Gala,Vacaria,produtor,7,2012,531.54
Gala,Vacaria,produtor,7,2013,671.83
Gala,Vacaria,produtor,7,2014,788.91
Gala,Vacaria,produtor,7,2015,842.33
Gala,Vacaria,produtor,7,2016,1112.26
Gala,Vacaria,produtor,7,2017,696.6
Gala,Vacaria,produtor,7,2018,550.8
Gala,Vacaria,produtor,7,2019,846.37
Gala,Vacaria,produtor,7,2020,901.7
Gala,Vacaria,produtor,7,2021,780.95
Gala,Vacaria,produtor,7,2022,744.5
Gala,Vacaria,produtor,7,2023,795.33
Gala,Vacaria,produtor,8,2008,262.9
Gala,Vacaria,produtor,8,2009,412.77
Gala,Vacaria,produtor,8,2010,412.15
Gala,Vacaria,produtor,8,2011,502.71000000000004
Gala,Vacaria,produtor,8,2012,707.36
Gala,Vacaria,produtor,8,2013,922.76
Gala,Vacaria,produtor,8,2014,625.81
Gala,Vacaria,produtor,8,2015,689.09
Gala,Vacaria,produtor,8,2016,1099.17
Gala,Vacaria,produtor,8,2017,782.57
Gala,Vacaria,produtor,8,2018,1051.77
Gala,Vacaria,produtor,8,2019,1093.26
Gala,Vacaria,produtor,8,2020,703.74
Gala,Vacaria,produtor,8,2021,505.90999999999997
Gala,Vacaria,produtor,8,2022,826.67
Gala,Vacaria,produtor,8,2023,1056.83
Gala,Vacaria,produtor,9,2008,292.17
Gala,Vacaria,produtor,9,2009,433.62
Gala,Vacaria,produtor,9,2010,589.85
Gala,Vacaria,produtor,9,2011,654.62
Gala,Vacaria,produtor,9,2012,618.48
Gala,Vacaria,produtor,9,2013,812.85
Gala,Vacaria,produtor,9,2014,643.71
Gala,Vacaria,produtor,9,2015,733.83
Gala,Vacaria,produtor,9,2016,1331.46
Gala,Vacaria,produtor,9,2017,687.42
Gala,Vacaria,produtor,9,2018,783.5
Gala,Vacaria,produtor,9,2019,893.86
Gala,Vacaria,produtor,9,2020,718.0
Gala,Vacaria,produtor,9,2021,635.26
Gala,Vacaria,produtor,9,2022,1027.67
Gala,Vacaria,produtor,9,2023,890.34
Gala,Vacaria,produtor,10,2008,386.24
Gala,Vacaria,produtor,10,2009,632.38
Gala,Vacaria,produtor,10,2010,553.45
Gala,Vacaria,produtor,10,2011,561.75
Gala,Vacaria,produtor,10,2012,675.92
Gala,Vacaria,produtor,10,2013,1034.42
Gala,Vacaria,produtor,10,2014,794.68
Gala,Vacaria,produtor,10,2015,1081.33
Gala,Vacaria,produtor,10,2016,1113.58
Gala,Vacaria,produtor,10,2017,710.98
Gala,Vacaria,produtor,10,2018,909.1
Gala,Vacaria,produtor,10,2019,1171.5
Gala,Vacaria,produtor,10,2020,932.24
Gala,Vacaria,produtor,10,2021,500.63
Gala,Vacaria,produtor,10,2022,835.17
Gala,Vacaria,produtor,10,2023,915.3199999999999
Gala,Vacaria,produtor,11,2008,242.0
Gala,Vacaria,produtor,11,2009,278.25
Gala,Vacaria,produtor,11,2010,604.49
Gala,Vacaria,produtor,11,2011,595.84
Gala,Vacaria,produtor,11,2012,889.09
Gala,Vacaria,produtor,11,2013,938.17
Gala,Vacaria,produtor,11,2014,723.07
Gala,Vacaria,produtor,11,2015,1033.0
Gala,Vacaria,produtor,11,2016,1112.18
Gala,Vacaria,produtor,11,2017,769.75
Gala,Vacaria,produtor,11,2018,1198.67
Gala,Vacaria,produtor,11,2019,988.72
Gala,Vacaria,produtor,11,2020,1104.17
Gala,Vacaria,produtor,11,2021,491.07
Gala,Vacaria,produtor,11,2022,905.5
Gala,Vacaria,produtor,11,2023,1145.0
Gala,Vacaria,produtor,12,2010,160.0
Gala,Vacaria,produtor,12,2011,313.0
Gala,Vacaria,produtor,12,2012,745.7
Gala,Vacaria,produtor,12,2013,946.25
Gala,Vacaria,produtor,12,2014,732.05
Gala,Vacaria,produtor,12,2015,551.33
Gala,Vacaria,produtor,12,2016,577.5
Gala,Vacaria,produtor,12,2017,779.0
Gala,Vacaria,produtor,12,2018,805.93
Gala,Vacaria,produtor,12,2019,765.32
Gala,Vacaria,produtor,12,2020,874.87
Gala,Vacaria,produtor,12,2021,574.24
Gala,Vacaria,produtor,12,2022,750.0
Gala,Vacaria,produtor,12,2023,458.0
Red,São Paulo (capital),atacado,1,2008,152.25
Red,São Paulo (capital),atacado,1,2009,265.17
Red,São Paulo (capital),atacado,1,2010,235.82999999999998
Red,São Paulo (capital),atacado,1,2011,249.82999999999998
Red,São Paulo (capital),atacado,1,2012,306.65999999999997
Red,São Paulo (capital),atacado,1,2013,407.03
Red,São Paulo (capital),atacado,1,2014,449.17
Red,São Paulo (capital),atacado,1,2015,363.5
Red,São Paulo (capital),atacado,1,2016,205.0
Red,São Paulo (capital),atacado,1,2019,697.5
Red,São Paulo (capital),atacado,1,2020,382.5
Red,São Paulo (capital),atacado,2,2008,320.83
Red,São Paulo (capital),atacado,2,2009,304.17
Red,São Paulo (capital),atacado,2,2010,268.75
Red,São Paulo (capital),atacado,2,2011,253.67000000000002
Red,São Paulo (capital),atacado,2,2012,578.0
Red,São Paulo (capital),atacado,2,2013,385.84000000000003
Red,São Paulo (capital),atacado,2,2014,266.5
Red,São Paulo (capital),atacado,2,2015,372.5
Red,São Paulo (capital),atacado,2,2017,180.0
Red,São Paulo (capital),atacado,2,2018,196.5
Red,São Paulo (capital),atacado,2,2019,161.67
Red,São Paulo (capital),atacado,2,2020,441.66
Red,São Paulo (capital),atacado,2,2023,175.0
Red,São Paulo (capital),atacado,3,2008,236.17000000000002
Red,São Paulo (capital),atacado,3,2009,253.75
Red,São Paulo (capital),atacado,3,2010,231.67000000000002
Red,São Paulo (capital),atacado,3,2011,352.67
Red,São Paulo (capital),atacado,3,2012,520.0
Red,São Paulo (capital),atacado,3,2013,432.42
Red,São Paulo (capital),atacado,3,2014,507.5
Red,São Paulo (capital),atacado,3,2015,977.0
Red,São Paulo (capital),atacado,3,2016,113.33
Red,São Paulo (capital),atacado,3,2018,200.0
Red,São Paulo (capital),atacado,3,2020,351.67
Red,São Paulo (capital),atacado,4,2008,284.15999999999997
Red,São Paulo (capital),atacado,4,2009,298.33
Red,São Paulo (capital),atacado,4,2010,217.5
Red,São Paulo (capital),atacado,4,2011,223.32999999999998
Red,São Paulo (capital),atacado,4,2012,285.93
Red,São Paulo (capital),atacado,4,2013,419.92
Red,São Paulo (capital),atacado,4,2014,409.33
Red,São Paulo (capital),atacado,4,2015,700.83
Red,São Paulo (capital),atacado,4,2016,1417.92
Red,São Paulo (capital),atacado,4,2018,103.33
Red,São Paulo (capital),atacado,4,2020,120.0
Red,São Paulo (capital),atacado,4,2021,145.0
Red,São Paulo (capital),atacado,5,2008,242.5
Red,São Paulo (capital),atacado,5,2009,227.5
Red,São Paulo (capital),atacado,5,2010,423.15
Red,São Paulo (capital),atacado,5,2011,201.92000000000002
Red,São Paulo (capital),atacado,5,2012,227.93
Red,São Paulo (capital),atacado,5,2013,735.5
Red,São Paulo (capital),atacado,5,2014,730.83
Red,São Paulo (capital),atacado,5,2015,631.92
Red,São Paulo (capital),atacado,5,2016,726.83
Red,São Paulo (capital),atacado,5,2018,408.75
Red,São Paulo (capital),atacado,5,2019,277.17
Red,São Paulo (capital),atacado,5,2020,835.42
Red,São Paulo (capital),atacado,5,2023,465.0
Red,São Paulo (capital),atacado,6,2008,227.75
Red,São Paulo (capital),atacado,6,2009,425.0
Red,São Paulo (capital),atacado,6,2010,395.0
Red,São Paulo (capital),atacado,6,2011,476.67
Red,São Paulo (capital),atacado,6,2012,494.33
Red,São Paulo (capital),atacado,6,2013,542.81
Red,São Paulo (capital),atacado,6,2014,566.0
Red,São Paulo (capital),atacado,6,2015,617.5
Red,São Paulo (capital),atacado,6,2016,1123.83
Red,São Paulo (capital),atacado,6,2017,167.5
Red,São Paulo (capital),atacado,6,2018,105.0
Red,São Paulo (capital),atacado,6,2019,99.0
Red,São Paulo (capital),atacado,6,2020,565.83
Red,São Paulo (capital),atacado,6,2023,680.0
Red,São Paulo (capital),atacado,7,2008,265.83
Red,São Paulo (capital),atacado,7,2009,420.67
Red,São Paulo (capital),atacado,7,2010,486.1
Red,São Paulo (capital),atacado,7,2011,305.2
Red,São Paulo (capital),atacado,7,2012,487.08
Red,São Paulo (capital),atacado,7,2013,487.5
Red,São Paulo (capital),atacado,7,2014,454.83
Red,São Paulo (capital),atacado,7,2015,588.0
Red,São Paulo (capital),atacado,7,2016,493.75
Red,São Paulo (capital),atacado,7,2017,612.17
Red,São Paulo (capital),atacado,7,2018,640.0
Red,São Paulo (capital),atacado,7,2019,185.0
Red,São Paulo (capital),atacado,7,2020,596.67
Red,São Paulo (capital),atacado,7,2021,137.5
Red,São Paulo (capital),atacado,7,2023,177.5
Red,São Paulo (capital),atacado,8,2008,206.92000000000002
Red,São Paulo (capital),atacado,8,2009,392.84000000000003
Red,São Paulo (capital),atacado,8,2010,393.2
Red,São Paulo (capital),atacado,8,2011,308.29
Red,São Paulo (capital),atacado,8,2012,569.24
Red,São Paulo (capital),atacado,8,2013,735.41
Red,São Paulo (capital),atacado,8,2014,527.84
Red,São Paulo (capital),atacado,8,2015,346.67
Red,São Paulo (capital),atacado,8,2016,282.5
Red,São Paulo (capital),atacado,8,2017,542.59
Red,São Paulo (capital),atacado,8,2018,705.41
Red,São Paulo (capital),atacado,8,2019,658.75
Red,São Paulo (capital),atacado,8,2020,781.08
Red,São Paulo (capital),atacado,8,2022,138.33
Red,São Paulo (capital),atacado,9,2008,329.83
Red,São Paulo (capital),atacado,9,2009,379.34000000000003
Red,São Paulo (capital),atacado,9,2010,480.84000000000003
Red,São Paulo (capital),atacado,9,2011,389.96
Red,São Paulo (capital),atacado,9,2012,344.57
Red,São Paulo (capital),atacado,9,2013,618.33
Red,São Paulo (capital),atacado,9,2014,463.5
Red,São Paulo (capital),atacado,9,2015,455.0
Red,São Paulo (capital),atacado,9,2016,463.75
Red,São Paulo (capital),atacado,9,2017,757.29
Red,São Paulo (capital),atacado,9,2018,1020.01
Red,São Paulo (capital),atacado,9,2019,765.5
Red,São Paulo (capital),atacado,9,2020,887.5
Red,São Paulo (capital),atacado,9,2022,143.75
Red,São Paulo (capital),atacado,10,2008,594.33
Red,São Paulo (capital),atacado,10,2009,381.01
Red,São Paulo (capital),atacado,10,2010,352.92
Red,São Paulo (capital),atacado,10,2011,363.44
Red,São Paulo (capital),atacado,10,2012,366.0
Red,São Paulo (capital),atacado,10,2013,766.5
Red,São Paulo (capital),atacado,10,2014,575.52
Red,São Paulo (capital),atacado,10,2015,596.66
Red,São Paulo (capital),atacado,10,2016,298.33
Red,São Paulo (capital),atacado,10,2017,768.58
Red,São Paulo (capital),atacado,10,2018,704.75
Red,São Paulo (capital),atacado,10,2019,819.92
Red,São Paulo (capital),atacado,10,2020,398.33000000000004
Red,São Paulo (capital),atacado,11,2007,196.17000000000002
Red,São Paulo (capital),atacado,11,2008,481.92
Red,São Paulo (capital),atacado,11,2009,221.67000000000002
Red,São Paulo (capital),atacado,11,2010,368.68
Red,São Paulo (capital),atacado,11,2011,208.6
Red,São Paulo (capital),atacado,11,2012,403.67
Red,São Paulo (capital),atacado,11,2013,591.25
Red,São Paulo (capital),atacado,11,2014,575.77
Red,São Paulo (capital),atacado,11,2015,380.0
Red,São Paulo (capital),atacado,11,2016,377.5
Red,São Paulo (capital),atacado,11,2017,777.08
Red,São Paulo (capital),atacado,11,2018,698.0
Red,São Paulo (capital),atacado,11,2019,367.5
Red,São Paulo (capital),atacado,12,2007,186.0
Red,São Paulo (capital),atacado,12,2008,532.51
Red,São Paulo (capital),atacado,12,2009,281.25
Red,São Paulo (capital),atacado,12,2010,420.61
Red,São Paulo (capital),atacado,12,2011,300.29
Red,São Paulo (capital),atacado,12,2012,316.0
Red,São Paulo (capital),atacado,12,2013,542.08
Red,São Paulo (capital),atacado,12,2014,611.17
Red,São Paulo (capital),atacado,12,2015,390.17
Red,São Paulo (capital),atacado,12,2016,463.34000000000003
Red,São Paulo (capital),atacado,12,2017,377.92
Red,São Paulo (capital),atacado,12,2018,407.5
Red,São Paulo (capital),atacado,12,2019,280.0
Red,São Paulo (capital),atacado,12,2022,202.5
Red,São Paulo (capital),atacado,12,2023,455.0
